boardid,sprintid,type,priority,no_comment,no_affectversion,no_fixversion,no_issuelink,no_blocking,no_blockedby,no_fixversion_change,no_priority_change,no_des_change,gunning_fog
80,412,Bug,Major - P3,0,0,1,0,0,0,1,0,0,hard
80,412,Task,Major - P3,2,0,1,0,0,0,4,0,0,hard
80,412,Improvement,Critical - P2,2,0,0,2,0,0,1,0,2,medium
80,412,Bug,Major - P3,3,0,1,0,0,0,1,1,0,easy
80,412,Bug,Major - P3,0,0,0,0,0,0,1,0,1,hard
80,412,Bug,Major - P3,0,0,0,0,0,0,1,1,0,medium
80,412,Task,Minor - P4,1,0,1,0,0,0,2,0,0,easy
80,412,Bug,Major - P3,2,0,1,0,0,0,1,1,0,hard
80,412,Bug,Major - P3,0,0,0,0,0,0,1,1,0,hard
80,412,Bug,Minor - P4,0,0,0,0,0,0,1,1,0,hard
80,412,Bug,Minor - P4,0,0,0,0,0,0,1,1,0,hard
80,412,Improvement,Critical - P2,0,1,0,3,0,0,1,1,0,medium
80,412,Bug,Major - P3,0,0,0,0,0,0,1,1,0,easy
80,412,Bug,Minor - P4,4,0,1,0,0,0,1,1,0,medium
80,412,Bug,Major - P3,4,0,1,0,0,0,1,1,0,hard
80,412,Bug,Major - P3,0,0,0,0,0,0,1,1,0,hard
80,412,Bug,Critical - P2,2,0,1,0,0,0,1,0,0,hard
80,412,Bug,Minor - P4,0,0,0,0,0,0,1,1,0,hard
80,412,Improvement,Major - P3,2,0,1,0,0,0,1,0,0,easy
80,412,Improvement,Minor - P4,0,1,0,0,0,0,1,0,0,hard
80,412,Bug,Major - P3,2,0,1,0,0,0,1,1,0,hard
80,412,Bug,Major - P3,0,0,1,0,0,0,3,0,0,medium
80,412,Bug,Critical - P2,0,0,0,2,0,0,1,0,0,easy
80,412,Task,Major - P3,0,0,0,0,0,0,1,0,0,medium
80,412,Task,Major - P3,0,0,0,0,0,0,0,0,11,hard
80,412,Bug,Minor - P4,3,0,1,0,0,0,1,1,0,medium
80,412,Improvement,Major - P3,0,0,0,0,0,0,1,0,0,hard
80,412,Task,Major - P3,0,0,1,0,0,0,2,0,0,hard
80,412,Bug,Major - P3,2,0,1,0,0,0,0,0,0,easy
80,412,Bug,Major - P3,0,0,0,0,0,0,0,0,0,easy
80,412,Bug,Major - P3,0,0,1,1,0,0,1,0,1,hard
80,412,Improvement,Major - P3,1,0,1,0,0,0,0,0,0,medium
80,412,Bug,Major - P3,0,0,0,0,0,0,1,0,0,medium
80,412,Task,Major - P3,1,0,1,0,0,0,0,0,1,medium
80,412,Bug,Major - P3,0,1,1,0,0,0,1,0,0,hard
80,412,Task,Blocker - P1,0,0,0,2,0,0,2,0,1,easy
80,412,Task,Major - P3,0,0,0,2,0,0,2,0,1,easy
80,412,Improvement,Major - P3,0,0,1,1,0,0,0,0,0,medium
80,412,Improvement,Major - P3,2,0,1,1,0,0,0,0,1,easy
80,412,Task,Major - P3,3,0,1,0,0,0,0,0,0,easy
80,412,Bug,Major - P3,0,0,0,1,0,0,1,1,0,hard
80,412,Bug,Blocker - P1,0,0,0,3,0,0,1,1,0,hard
80,412,Bug,Major - P3,0,0,1,0,0,0,0,0,0,hard
80,412,Task,Major - P3,0,0,0,0,0,0,0,0,0,easy
80,412,Bug,Blocker - P1,1,0,1,0,0,0,1,1,0,medium
80,412,Bug,Major - P3,0,0,0,1,0,0,1,1,0,hard
80,412,Task,Major - P3,0,0,0,0,0,0,1,0,0,hard
80,412,Bug,Major - P3,0,0,0,0,0,0,0,0,0,easy
80,412,Task,Major - P3,0,0,1,0,0,0,0,0,0,easy
80,412,Task,Major - P3,1,0,1,0,0,0,0,0,0,easy
80,412,Task,Major - P3,0,1,0,2,0,0,0,0,0,easy
80,412,Task,Critical - P2,0,0,1,0,0,0,0,0,0,easy
80,412,Bug,Trivial - P5,0,0,1,0,0,0,1,1,0,easy
80,412,Bug,Trivial - P5,0,0,1,0,0,0,1,1,0,medium
80,412,Bug,Major - P3,0,0,2,0,0,0,2,0,0,easy
80,412,Bug,Minor - P4,0,0,1,1,0,0,1,0,0,easy
80,412,Task,Major - P3,0,1,2,0,0,0,0,0,1,hard
80,412,Bug,Critical - P2,0,0,1,0,0,0,1,0,0,hard
80,412,Bug,Minor - P4,2,1,1,0,0,0,1,0,0,medium
80,412,Bug,Major - P3,0,0,1,0,0,0,0,0,0,easy
80,419,Improvement,Trivial - P5,1,0,0,0,0,0,4,0,0,hard
80,419,Task,Major - P3,1,0,0,0,0,0,6,0,0,hard
80,419,Task,Major - P3,1,0,0,0,0,0,4,0,1,hard
80,419,Improvement,Minor - P4,0,0,0,1,0,0,8,3,1,hard
80,419,Bug,Minor - P4,0,0,0,0,0,0,6,1,0,medium
80,419,Improvement,Major - P3,0,0,1,0,0,0,4,0,0,medium
80,419,Task,Major - P3,2,0,0,2,0,0,22,0,0,medium
80,419,Task,Critical - P2,2,0,0,5,0,0,4,1,2,hard
80,419,Bug,Major - P3,1,0,0,0,0,0,7,0,0,easy
80,419,Task,Major - P3,1,0,0,0,0,0,10,0,0,medium
80,419,Improvement,Major - P3,0,0,1,3,0,0,6,0,1,hard
80,419,Task,Major - P3,0,0,1,0,0,0,4,0,1,easy
80,419,Task,Major - P3,1,0,0,1,0,0,6,0,0,medium
80,419,Task,Major - P3,0,0,0,2,0,0,6,0,0,hard
80,419,Improvement,Major - P3,0,0,1,1,0,0,4,0,0,easy
80,419,Task,Critical - P2,2,0,0,0,0,0,6,0,0,hard
80,419,Improvement,Minor - P4,0,0,1,1,0,0,6,0,0,hard
80,419,Improvement,Minor - P4,0,0,0,0,0,0,4,1,0,medium
80,419,Task,Major - P3,2,0,0,0,0,0,8,0,5,hard
80,419,Task,Trivial - P5,0,0,1,0,0,0,6,0,1,hard
80,419,Improvement,Minor - P4,1,0,1,0,0,0,6,0,0,hard
80,419,Improvement,Major - P3,0,0,0,0,0,0,6,0,0,hard
80,419,Improvement,Major - P3,0,0,0,0,0,0,4,0,0,easy
80,419,Improvement,Major - P3,0,0,0,0,0,0,8,0,0,medium
80,419,Bug,Major - P3,0,0,2,0,0,0,10,0,2,hard
80,419,Task,Critical - P2,0,0,0,2,0,0,4,0,0,medium
80,419,Improvement,Critical - P2,0,0,1,1,0,0,6,1,6,hard
80,419,Improvement,Major - P3,0,0,1,0,0,0,3,1,0,hard
80,419,Improvement,Major - P3,0,0,0,2,0,0,4,0,0,hard
80,419,Improvement,Major - P3,6,0,0,0,0,0,4,1,2,hard
80,419,Bug,Major - P3,1,0,0,3,0,0,5,0,1,medium
80,419,Task,Major - P3,0,0,0,0,0,0,4,0,0,hard
80,419,Improvement,Major - P3,0,0,0,0,0,0,3,0,0,hard
80,419,Bug,Major - P3,1,0,0,0,0,0,4,2,0,hard
80,419,Improvement,Major - P3,0,0,1,0,0,0,3,0,0,hard
80,419,Task,Major - P3,3,0,0,1,0,0,8,0,0,hard
80,419,Task,Major - P3,0,0,0,0,0,0,6,0,0,medium
80,419,Task,Minor - P4,0,0,0,1,0,0,6,0,0,hard
80,419,Task,Critical - P2,2,0,0,1,0,0,10,1,0,medium
80,419,Bug,Major - P3,1,0,1,0,0,0,1,1,0,easy
80,419,Improvement,Major - P3,0,1,2,0,0,0,2,0,0,hard
80,419,Task,Major - P3,0,0,0,0,0,0,10,0,0,medium
80,419,Task,Major - P3,0,0,0,0,0,0,12,0,0,hard
80,419,Task,Major - P3,0,0,1,0,0,0,11,0,0,easy
80,419,Improvement,Minor - P4,0,0,2,0,0,0,2,0,0,medium
80,419,Task,Major - P3,0,0,0,0,0,0,7,0,0,easy
80,419,Task,Critical - P2,0,1,0,1,0,0,2,0,0,medium
80,419,Improvement,Major - P3,1,0,2,2,0,0,6,0,0,medium
80,419,Task,Critical - P2,0,0,0,3,0,0,5,0,0,medium
80,419,Task,Major - P3,2,0,0,0,0,0,6,0,0,medium
80,419,Task,Minor - P4,0,1,0,0,0,0,2,0,0,hard
80,419,Bug,Trivial - P5,4,0,1,0,0,0,3,1,0,easy
80,419,Bug,Major - P3,0,0,0,0,0,0,8,1,1,hard
80,419,Bug,Major - P3,0,0,0,0,0,0,5,0,0,hard
80,419,Bug,Major - P3,0,0,0,0,0,0,4,2,0,hard
80,419,Task,Major - P3,10,0,0,2,0,0,2,0,0,hard
80,419,Bug,Major - P3,1,0,0,0,0,0,2,1,0,hard
80,419,Improvement,Major - P3,2,0,1,4,0,0,3,0,0,medium
80,419,Bug,Critical - P2,0,0,0,0,0,0,2,1,0,easy
80,419,Bug,Major - P3,2,0,1,0,0,0,1,0,0,hard
80,419,Improvement,Critical - P2,3,0,0,2,0,0,2,0,2,medium
80,419,Bug,Major - P3,0,0,0,0,0,0,2,0,1,hard
80,419,Bug,Major - P3,1,0,0,0,0,0,4,1,0,medium
80,419,Task,Minor - P4,1,0,1,0,0,0,3,0,0,easy
80,419,Task,Critical - P2,4,0,1,0,0,0,4,0,0,easy
80,419,Bug,Major - P3,0,0,0,0,0,0,4,1,0,hard
80,419,Bug,Minor - P4,0,0,0,0,0,0,2,1,0,hard
80,419,Improvement,Critical - P2,0,1,0,3,0,0,2,1,0,medium
80,419,Improvement,Minor - P4,0,0,0,0,0,0,3,0,1,easy
80,419,Bug,Major - P3,0,0,0,0,0,0,2,1,0,easy
80,419,Bug,Major - P3,0,0,0,0,0,0,2,1,0,hard
80,419,Bug,Minor - P4,0,0,0,0,0,0,2,1,0,hard
80,419,Improvement,Minor - P4,0,1,0,0,0,0,2,0,0,hard
80,419,Bug,Critical - P2,0,0,0,2,0,0,2,1,0,easy
80,419,Task,Major - P3,2,0,0,0,0,0,0,0,0,medium
80,419,Task,Major - P3,2,0,0,0,0,0,2,0,0,medium
80,419,Task,Major - P3,3,0,0,0,0,0,2,0,13,hard
80,419,Improvement,Major - P3,0,0,0,0,0,0,2,0,0,hard
80,419,Task,Major - P3,1,0,1,0,0,0,2,0,0,hard
80,419,Bug,Major - P3,0,0,0,0,0,0,1,0,0,easy
80,419,Bug,Major - P3,2,0,1,1,0,0,1,0,1,hard
80,419,Bug,Major - P3,1,0,0,0,0,0,2,0,0,medium
80,419,Bug,Major - P3,0,1,1,0,0,0,2,0,0,hard
80,419,Task,Blocker - P1,6,0,0,2,0,0,6,1,1,easy
80,419,Task,Major - P3,0,0,0,2,0,0,4,0,1,easy
80,419,Bug,Major - P3,0,0,0,1,0,0,6,1,0,hard
80,419,Bug,Blocker - P1,1,0,0,3,0,0,2,1,0,hard
80,419,Bug,Major - P3,0,0,1,0,0,0,0,0,0,hard
80,419,Task,Major - P3,0,0,0,0,0,0,7,0,0,easy
80,419,Bug,Major - P3,1,0,0,1,0,0,2,1,0,hard
80,419,Task,Major - P3,0,0,0,0,0,0,2,0,0,hard
80,419,Bug,Major - P3,1,0,0,0,0,0,1,0,0,easy
80,419,Task,Critical - P2,6,0,0,0,0,0,0,0,0,hard
80,419,Bug,Major - P3,0,0,0,1,0,0,6,0,0,hard
80,419,Bug,Major - P3,0,0,0,0,0,0,2,0,0,easy
80,419,Task,Major - P3,2,0,0,2,0,0,1,0,0,easy
80,419,Task,Minor - P4,1,0,0,4,0,0,1,0,1,easy
80,419,Task,Major - P3,0,0,0,0,0,0,6,0,0,easy
80,419,Task,Major - P3,1,1,0,2,0,0,0,0,0,easy
80,419,Bug,Major - P3,1,0,2,0,0,0,2,0,0,easy
80,419,Bug,Minor - P4,0,0,1,1,0,0,1,0,0,easy
80,419,Improvement,Major - P3,2,0,0,0,0,0,2,0,0,hard
80,419,Improvement,Major - P3,2,0,1,0,0,0,3,0,0,hard
80,419,Task,Critical - P2,0,0,2,3,0,0,4,1,0,medium
80,419,Task,Major - P3,0,0,0,0,0,0,2,0,0,medium
80,419,Task,Major - P3,1,0,1,1,0,0,2,0,0,hard
80,419,Bug,Major - P3,1,0,1,0,0,0,0,0,0,easy
80,419,Bug,Blocker - P1,4,0,0,1,0,0,2,1,0,medium
80,419,Bug,Major - P3,2,0,2,0,0,0,2,0,4,hard
80,419,Bug,Major - P3,0,0,1,0,0,0,2,0,0,medium
80,419,Bug,Major - P3,2,0,0,2,0,0,2,1,0,hard
80,419,Task,Blocker - P1,0,0,0,0,0,0,0,0,0,hard
80,419,Task,Major - P3,0,0,1,0,0,0,1,0,0,easy
80,419,Bug,Critical - P2,28,0,0,0,0,0,0,1,0,hard
80,419,Task,Major - P3,0,0,1,0,0,0,1,0,0,easy
80,419,Task,Major - P3,2,0,1,0,0,0,1,0,0,easy
80,419,Bug,Critical - P2,4,0,0,0,0,0,2,0,0,hard
80,419,Improvement,Major - P3,0,0,0,0,0,0,2,0,0,easy
80,419,Bug,Minor - P4,0,0,0,0,0,0,2,1,0,medium
80,419,Task,Major - P3,0,0,0,1,0,0,2,0,0,medium
80,419,Task,Major - P3,2,0,0,0,0,0,0,0,0,easy
80,419,Bug,Critical - P2,0,0,0,2,0,0,0,0,0,hard
80,419,Bug,Critical - P2,2,0,0,1,0,0,0,1,0,easy
80,419,Bug,Critical - P2,0,0,0,0,0,0,0,1,0,medium
80,419,Bug,Critical - P2,3,0,0,0,0,0,0,1,0,medium
80,419,Task,Major - P3,1,0,1,1,0,0,0,0,0,easy
80,419,Task,Major - P3,4,0,1,0,0,0,0,0,0,easy
80,419,Task,Major - P3,1,0,0,2,0,0,1,0,0,easy
80,419,Bug,Major - P3,1,1,0,0,0,0,0,0,0,hard
80,419,Bug,Major - P3,0,0,0,0,0,0,0,0,0,hard
80,419,Bug,Major - P3,1,0,1,0,0,0,3,1,0,hard
80,419,Bug,Minor - P4,0,0,0,0,0,0,0,1,0,hard
80,419,Bug,Critical - P2,1,0,1,0,0,0,1,0,0,easy
80,419,Bug,Major - P3,2,0,0,0,0,0,0,0,0,medium
80,419,Bug,Blocker - P1,5,1,1,0,0,0,1,1,1,medium
80,419,Task,Major - P3,0,0,3,0,0,0,3,0,0,easy
80,419,Task,Major - P3,0,0,0,0,0,0,0,0,0,easy
80,419,Bug,Minor - P4,1,0,0,0,0,0,0,1,0,easy
80,419,Bug,Major - P3,2,0,0,0,0,0,0,0,0,medium
80,419,Bug,Major - P3,3,0,0,0,0,0,0,0,0,easy
80,419,Bug,Blocker - P1,1,0,1,0,0,0,1,1,0,easy
80,419,Task,Major - P3,0,0,1,0,0,0,0,0,0,easy
80,419,Bug,Major - P3,0,0,1,0,0,0,1,0,0,hard
80,419,Task,Major - P3,2,0,1,0,0,0,1,0,0,medium
80,419,Bug,Major - P3,2,0,1,2,0,0,1,1,0,medium
80,419,Bug,Major - P3,2,0,0,0,0,0,0,1,0,hard
80,419,Bug,Major - P3,3,0,2,0,0,0,2,1,0,easy
80,419,Improvement,Major - P3,2,0,0,1,0,0,0,0,0,medium
80,419,Task,Major - P3,0,0,0,0,0,0,0,0,0,easy
80,419,Task,Major - P3,2,0,0,1,0,0,0,0,0,hard
80,419,Improvement,Minor - P4,0,1,0,0,0,0,0,0,0,hard
80,419,Task,Major - P3,0,0,0,0,0,0,0,0,0,easy
80,419,Task,Major - P3,0,0,0,0,0,0,0,0,0,easy
80,419,Task,Major - P3,0,0,0,0,0,0,0,0,0,easy
80,419,Task,Major - P3,0,0,0,0,0,0,0,0,0,easy
80,419,Bug,Critical - P2,1,0,0,0,0,0,0,1,0,easy
80,419,Bug,Critical - P2,1,0,0,1,0,0,0,0,0,medium
80,419,Bug,Critical - P2,0,0,0,0,0,0,0,1,0,easy
80,419,Task,Blocker - P1,0,0,0,0,0,0,0,0,0,medium
80,419,Improvement,Major - P3,0,0,0,0,0,0,0,0,0,hard
80,419,Bug,Major - P3,0,0,0,1,0,0,0,0,0,hard
80,435,Task,Minor - P4,0,0,0,0,0,0,4,0,0,hard
80,435,Improvement,Trivial - P5,1,0,0,0,0,0,4,0,0,hard
80,435,Task,Major - P3,0,0,0,1,0,0,4,0,0,hard
80,435,Task,Major - P3,1,0,0,0,0,0,6,0,0,hard
80,435,Bug,Minor - P4,3,0,0,0,0,0,6,1,0,medium
80,435,Improvement,Major - P3,1,1,0,0,0,0,2,0,0,hard
80,435,Bug,Major - P3,4,0,0,0,0,0,6,0,0,hard
80,435,Improvement,Major - P3,0,0,1,0,0,0,4,0,0,medium
80,435,Improvement,Minor - P4,1,0,0,1,0,0,2,1,0,medium
80,435,Improvement,Major - P3,0,0,0,0,0,0,2,0,0,medium
80,435,Task,Critical - P2,6,0,0,5,0,0,4,1,2,hard
80,435,Improvement,Major - P3,0,0,1,3,0,0,6,0,1,hard
80,435,Task,Major - P3,0,0,1,0,0,0,4,0,1,easy
80,435,Improvement,Major - P3,0,0,0,0,0,0,4,1,1,hard
80,435,Task,Major - P3,1,0,2,1,0,0,18,0,1,easy
80,435,Bug,Major - P3,2,0,0,0,0,0,4,0,0,hard
80,435,Improvement,Minor - P4,0,0,0,0,0,0,4,1,0,hard
80,435,Improvement,Major - P3,0,0,0,0,0,0,2,0,0,hard
80,435,Improvement,Major - P3,0,0,1,1,0,0,4,0,0,easy
80,435,Task,Critical - P2,2,0,0,0,0,0,6,0,0,hard
80,435,Improvement,Minor - P4,0,0,0,0,0,0,4,1,0,medium
80,435,Task,Major - P3,0,0,2,1,0,0,9,0,1,easy
80,435,Improvement,Minor - P4,1,0,1,0,0,0,6,0,0,hard
80,435,Improvement,Major - P3,0,0,0,0,0,0,6,0,0,hard
80,435,Bug,Major - P3,0,0,1,0,0,0,2,0,0,hard
80,435,Improvement,Major - P3,0,0,0,0,0,0,4,0,0,easy
80,435,Improvement,Major - P3,0,0,0,0,0,0,2,0,0,medium
80,435,Improvement,Critical - P2,1,0,0,1,0,0,2,1,0,hard
80,435,Task,Major - P3,0,0,0,0,0,0,2,0,0,hard
80,435,Improvement,Major - P3,0,0,0,0,0,0,8,0,0,medium
80,435,Bug,Major - P3,2,0,2,0,0,0,12,0,2,hard
80,435,Task,Major - P3,1,0,2,1,0,0,4,0,2,hard
80,435,Improvement,Major - P3,0,1,0,1,0,0,4,0,0,hard
80,435,Task,Major - P3,0,0,0,0,0,0,2,0,4,hard
80,435,Improvement,Critical - P2,0,0,1,1,0,0,6,1,6,hard
80,435,Improvement,Major - P3,0,0,0,2,0,0,6,0,0,hard
80,435,Task,Critical - P2,4,0,1,1,0,0,1,0,0,hard
80,435,Task,Major - P3,0,0,0,0,0,0,2,0,0,easy
80,435,Task,Major - P3,0,0,0,0,0,0,4,0,0,hard
80,435,Improvement,Major - P3,0,0,0,0,0,0,3,0,0,hard
80,435,Improvement,Major - P3,0,0,1,0,0,0,4,0,0,hard
80,435,Task,Major - P3,3,0,0,1,0,0,8,0,0,hard
80,435,Task,Major - P3,0,0,0,0,0,0,6,0,0,medium
80,435,Improvement,Major - P3,0,0,0,0,0,0,2,0,2,hard
80,435,Task,Major - P3,4,0,0,0,0,0,2,0,0,hard
80,435,Task,Critical - P2,2,0,0,1,0,0,10,1,0,medium
80,435,Improvement,Major - P3,0,1,2,0,0,0,2,0,0,hard
80,435,Task,Major - P3,0,0,0,0,0,0,12,0,0,hard
80,435,Task,Minor - P4,0,0,0,2,0,0,2,0,0,hard
80,435,Task,Major - P3,0,0,1,0,0,0,11,0,0,easy
80,435,Improvement,Minor - P4,0,0,2,0,0,0,2,0,0,medium
80,435,Task,Major - P3,0,0,0,0,0,0,7,0,0,easy
80,435,Task,Critical - P2,0,1,0,1,0,0,2,0,0,medium
80,435,Task,Major - P3,2,0,0,0,0,0,2,0,0,medium
80,435,Improvement,Major - P3,1,0,2,2,0,0,6,0,0,medium
80,435,Task,Critical - P2,0,0,0,3,0,0,5,0,0,medium
80,435,Task,Minor - P4,2,1,0,0,0,0,2,0,0,hard
80,435,Bug,Major - P3,2,0,0,0,0,0,8,1,1,hard
80,435,Improvement,Minor - P4,1,0,0,0,0,0,6,0,0,hard
80,435,Bug,Major - P3,0,0,0,0,0,0,5,0,2,hard
80,435,Bug,Critical - P2,0,0,0,0,0,0,2,1,0,easy
80,435,Bug,Major - P3,0,0,0,0,0,0,2,0,1,hard
80,435,Bug,Major - P3,0,0,0,0,0,0,4,1,0,hard
80,435,Bug,Minor - P4,0,0,0,0,0,0,2,1,0,hard
80,435,Improvement,Critical - P2,2,1,0,3,0,0,2,1,0,medium
80,435,Improvement,Minor - P4,0,0,0,0,0,0,3,0,1,easy
80,435,Bug,Major - P3,2,0,0,0,0,0,2,1,0,easy
80,435,Improvement,Minor - P4,0,1,0,0,0,0,2,0,0,hard
80,435,Bug,Critical - P2,2,0,0,2,0,0,2,1,0,easy
80,435,Bug,Major - P3,2,0,0,0,0,0,1,0,0,easy
80,435,Bug,Major - P3,0,0,0,1,0,0,6,1,0,hard
80,435,Task,Major - P3,1,0,0,0,0,0,2,0,0,medium
80,435,Task,Major - P3,0,0,0,0,0,0,2,0,0,hard
80,435,Bug,Major - P3,2,0,0,1,0,0,6,0,0,hard
80,435,Task,Minor - P4,1,0,0,4,0,0,1,0,1,easy
80,435,Task,Major - P3,0,0,0,0,0,0,6,0,0,easy
80,435,Improvement,Major - P3,0,0,0,0,0,0,0,0,0,hard
80,435,Improvement,Major - P3,2,0,0,0,0,0,2,0,0,hard
80,435,Task,Critical - P2,0,0,2,3,0,0,4,1,0,medium
80,435,Task,Major - P3,1,0,0,0,0,0,2,0,0,hard
80,435,Task,Major - P3,0,0,0,1,0,0,2,0,0,medium
80,435,Improvement,Major - P3,6,0,2,3,0,0,4,0,0,hard
80,435,Task,Major - P3,0,0,0,0,0,0,1,0,0,easy
80,435,Task,Major - P3,2,0,0,1,0,0,2,0,0,medium
80,435,Improvement,Major - P3,0,0,1,0,0,0,3,1,0,medium
